nelements,volume,density,density_atomic,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,efermi,total_magnetization,universal_anisotropy
-2.650328468978476,-0.7554760733689818,0.2926144608305869,3.368239375740514,-4.814222998402249,0.9203571359534984,-0.2680891663648465,-0.4686357633231531,0.5650872309020643,-0.23540703961455317,-0.049756535258238234
-2.650328468978476,0.3289333770877108,0.29623476409902083,3.3595574308002973,-4.816103730764152,0.8981643334187178,-0.4090198660816793,-0.4686357633231531,0.5386533367688985,-0.23539223098431727,-0.11734062835735674
0.6231867718857014,-0.25417654732383815,1.236226624091835,1.040994678654439,-3.4709701082638156,0.4743031949623956,0.15835878714274576,-0.4686357633231531,0.6909343683809781,-0.2354207661945631,0.08842694124749792
0.6231867718857014,-0.052248185971301056,0.35507045661465586,1.8439025998432506,-2.855043027263405,0.3416239597621558,0.07683604530460855,-0.4686357633231531,0.4789268129889853,-0.23541915857708445,0.04922816725000921
0.6231867718857014,-0.22421907452689754,0.42210968009988764,1.1601116369972486,-2.404003869373156,0.5020288969715357,-0.4090198660816793,-0.4686357633231531,0.5680920968562511,-0.2350942034363545,-0.11879628574718391
0.6231867718857014,-0.3016939639032628,1.2229740314242332,0.852055839600322,-3.2364544566651534,0.5471062187971051,-0.4090198660816793,-0.4686357633231531,0.9089170298175856,-0.2353730632374566,0.036647128380788686
0.6231867718857014,-0.12838556302970205,0.35543826281998553,1.5411650213809402,-2.6392648204005944,0.5140484124194296,0.518574768959892,-0.4686357633231531,0.7859311756496045,-0.23095607238345894,-0.12628252375200935
0.6231867718857014,-0.21751616037401872,0.585566296075877,1.1867637765597499,0.6995269200340013,0.21593474489593364,-0.4090198660816793,-0.4686357633231531,0.616570603587197,-0.23542481615398045,-0.06722442393616425
0.6231867718857014,-0.13886176920991844,0.7374828989837788,1.499509511130858,-3.258127277528105,0.2999889206072027,-0.4090198660816793,-0.4686357633231531,0.3690667426513297,-0.2354250016483049,-0.11214185196511688
0.6231867718857014,-0.26094422962543234,1.6606366086433013,1.0140850078600891,-4.1305901575103645,0.18499286752010388,-0.4090198660816793,-0.4686357633231531,0.785654696683825,-0.23542490890114265,0.0717908567923303
0.6231867718857014,-0.2962856154299075,1.4008169557658388,0.8735605247308331,-3.5278339865023964,0.2147139019863852,-0.4090198660816793,-0.4686357633231531,0.829350359432964,-0.23542351769370923,0.0441333663856141
0.6231867718857014,-0.035073418028720944,0.004567052887289516,1.9121929436726761,0.8178171158824129,0.544420437469382,-0.4090198660816793,-0.4686357633231531,0.6146332919713572,-0.23541677806658726,0.21080613752082486
0.6231867718857014,-0.25373064024792885,0.48696930108354974,1.0427676951884397,-2.424972676800585,0.5455860792880478,0.2643302680975961,-0.4686357633231531,0.8510871004048876,-0.23542194099195135,0.1272098131336075
0.6231867718857014,-0.33119953007369574,1.3242485689915018,0.7347357532156187,-3.2595848408986954,0.5651566101456237,-0.4090198660816793,-0.4686357633231531,0.9211507043012682,-0.23542475432253895,0.09612113030801299
-1.0135708485463872,-0.4003392010333543,0.5723000600638753,-0.11063089638556421,0.42328082874535683,-2.935150270690447,-0.4090198660816793,1.9738345115751617,0.017386798015193272,-0.2354251562269086,0.1356318308890361
0.6231867718857014,-0.1946838909464257,0.7096869743431365,1.2775494881821319,-3.1788608235244094,0.24024609296862393,0.1606339427736946,-0.4686357633231531,0.7613975314427722,-0.03659873635552721,-0.0968574493719316
0.6231867718857014,-0.15312216267268364,0.6027413353504811,1.4428073084594182,-3.136765417383652,0.42490038455014933,-0.060060424050423306,-0.4686357633231531,0.5570415783065369,-0.23542330128366404,-0.11297365618787525
0.6231867718857014,-0.22799684571953044,0.42561538274161476,1.1450904562443958,-2.5752318106161827,0.2802667364217484,-0.4090198660816793,-0.4686357633231531,0.8290264455825307,-0.23542469249109746,-0.07824582988771281
0.6231867718857014,-0.06188584908308963,0.6971710748506664,1.8055813060815755,-3.4998437711592345,0.2358324818573795,-0.16280631759585254,-0.4686357633231531,0.5816734638441738,-0.23541464488185598,-0.028961429689278683
0.6231867718857014,-0.19335574600055871,0.34541124654965305,1.2828304605546148,-2.3680866216460923,0.4294204224005433,-0.4090198660816793,-0.4686357633231531,0.36147235499316593,-0.23541238803424172,-0.10787885532348016
0.6231867718857014,-0.2092404759060949,0.20057453284619622,1.2196695683368384,-2.2474991703053933,0.5451937963041859,0.3142490922044928,-0.4686357633231531,0.5791029176359797,-0.23542391959807887,-0.1144293135777024
-1.0135708485463872,1.6311565455271295,0.19196916412352588,3.0725076179907838,-3.9623156136373874,0.9171645017194735,-0.2883633149693728,-0.4686357633231531,0.3117599150100617,-0.20420571944330262,-0.11838038363580472
-1.0135708485463872,1.652077401399396,0.16539799711643527,3.114100390757771,-3.9620733549930818,0.9164201198571238,-0.29309035458291627,-0.4686357633231531,0.2995525722032147,-0.16357631015853827,-0.12077182077623508
-1.0135708485463872,0.06069686218935116,0.4913460303940688,2.292994907728213,-3.8955910144227865,0.5066763630769081,0.3424688574862741,-0.4686357633231531,0.7836151204375533,-0.23528742669099842,-0.07564644169159286
-1.0135708485463872,1.4798400818413084,0.5845418870439079,2.7716752176141086,-4.909948241738122,1.0311862867690944,0.4357079205053607,-0.4686357633231531,0.6241188052220397,-0.18302474084784032,-0.11266172960434086
-1.0135708485463872,-0.6353597165397271,0.5511919918965543,1.4431112708837441,-2.784960004283732,0.6200684898114232,-0.4090198660816793,-0.4686357633231531,0.30906138782277826,-0.23542497073258414,-0.09748130253900038
0.6231867718857014,-0.32718122182848214,0.612248592609431,0.7507133578386148,-1.8386943156587396,0.5324677924017026,-0.11622295058079614,-0.4686357633231531,0.40022618606681587,-0.23542484706970115,-0.12576264611278537
0.6231867718857014,-0.35309955759014267,1.5420865064225564,0.6476568235921092,-3.0565886214499858,0.2804701435766649,-0.2581007098913886,-0.4686357633231531,0.24158506414824435,-0.23542404326096186,-0.6499032819784106
0.6231867718857014,-0.27288725520871554,1.228538434730073,0.9665971276061734,-2.9859705907384124,0.48961874473971484,-0.303867796383965,-0.4686357633231531,-0.1097690223460552,-0.2350006524653861,1.3444513176126542
-1.0135708485463872,0.42110092362296303,-0.574152805995144,0.6667949251370475,-0.8163218962871354,0.4787844988487034,-0.4090198660816793,-0.4686357633231531,0.5495859344090892,-0.23542512531118787,-0.013884978151783026
-1.0135708485463872,0.4081284217710837,1.9970463818064548,0.6410042822953366,-3.7063803233591686,0.10713515431623132,-0.4090198660816793,-0.4686357633231531,0.28578272910199026,-0.2354251562269086,-0.08635592105960703
-1.0135708485463872,1.0217507750843953,-0.4361859660680745,1.8609474462811695,0.7363782822350035,-1.6601891630166874,-0.4090198660816793,2.376475313435564,-1.2642860937307525,-0.2354251562269086,-0.06420913362866512
0.6231867718857014,-0.3277135018507872,0.5835637296440646,0.7485969050365581,-1.725469246444315,0.6785423987349667,-0.08164285259904148,-0.4686357633231531,-0.13090971056797074,-0.23541844751550736,-1.0126738986289099
0.6231867718857014,-0.4731431080834665,1.1314758254240518,0.1703394376977787,-1.858452071702188,0.5350838105448905,-0.4090198660816793,-0.4686357633231531,0.492243537886321,-0.2354140265674411,-0.11380546041063364
-1.0135708485463872,0.7192386153971351,-0.7168671584450386,1.2595227438720145,-0.9853199710590244,-1.9612768365841549,-0.4090198660816793,3.058198124506939,-1.2743646886794109,-0.2354251562269086,-0.07200729821702494
0.6231867718857014,-0.10480243645425555,-0.0016944346182218412,0.29247607894995337,0.5214296149160967,-2.780033923354915,-0.4090198660816793,2.613469675543168,-0.37937794732197383,-0.2354251562269086,-0.06587274207418188
0.6231867718857014,-0.6479016410390793,0.6520785426832365,-0.898117479203532,0.5379348177262527,-1.5867295069568295,-0.4090198660816793,-0.4686357633231531,0.5689366366014205,-0.2354246615753767,-0.1251387929457166
-1.0135708485463872,-0.05296947442668882,0.5136588813870441,1.8410346113625151,-2.5468384969512003,0.9754481547547491,0.08175469925805874,-0.4686357633231531,-0.18270939470568917,-0.16749766017758372,0.041949880300873245
-1.0135708485463872,-0.6973028346201917,0.4795778700160403,-0.7209648785574135,-0.9340482348573699,-3.6841581972229593,-0.4090198660816793,3.7396435869977314,-0.5889997406500047,-0.22137986605186527,0.5714972436144282
-1.0135708485463872,0.3548621098914286,0.1612526282040521,0.5351054787438575,-1.1396430378610887,0.28698471969307976,-0.23353423285905361,-0.4686357633231531,0.020218625675462402,-0.2354251562269086,-0.10216020129201628
0.6231867718857014,-0.11726802135183685,0.005467419174331931,1.5853706110143877,-1.7882748568003883,-0.20090006157727794,1.135352998394886,-0.12819038065834001,0.40449484143329,-0.2354251562269086,-0.04258222383694719
-1.0135708485463872,-0.7118268156545209,0.05365842947009489,-0.24080542872093513,-1.098751849292367,0.19631875135029228,-0.4090198660816793,-0.4686357633231531,0.28973152304561967,-0.23542067344740086,-0.039462958001603266
-1.0135708485463872,-0.7330593467593314,0.182907084636919,-0.8631399877808136,-0.6255589473519625,0.2091709994856753,-0.4090198660816793,-0.02439267437540188,0.7085473619519121,-0.2354251562269086,1.2236317542569994
-1.0135708485463872,0.63766909884184,1.5079133710878654,1.097354313119864,-3.6014825357086537,0.40871271881612337,-0.4090198660816793,-0.4686357633231531,-0.1512614315535034,-0.2354250943954671,-0.11650882413459836
0.6231867718857014,-0.32731951478001836,1.8720741948475925,0.7501634771507844,-3.6700550140998156,0.22370180977822599,-0.30715615359747395,-0.4686357633231531,0.20546562413252745,-0.2354246615753767,-0.632747319884019
-1.0135708485463872,2.5323383655324787,-0.8315387338333198,4.864148021713977,0.8040159984274035,-0.9489262441633972,-0.4090198660816793,1.3266415987862885,-1.7708163928127962,-0.2354251562269086,1.7379986905052136
0.6231867718857014,-0.32651491744003514,1.453123716145431,0.7533627185714192,-3.0927526203937936,0.16723243285265812,-0.20115941164325743,-0.4686357633231531,0.5220293430662163,-0.23541943681857114,-0.6801601605812467
